name,park,designer,construction,type,year_opened,g_force,height,inversions,length,speed,angle,train_mfg,drop,launch,max_passenger,duration_sec
Jet Rescue,Sea World Australia,Intamin AG,Steel,Launched Terrain,2008,2.5,NA,NA,NA,44,NA,NA,NA,NA,16,NA
Jet Star,Casino Pier,Anton Schwarzkopf,Steel,"Jet Star, Twister",1970,NA,44,NA,NA,31,NA,NA,40,NA,NA,NA
Jet Star,Morey's Surfside Pier,Anton Schwarzkopf,Steel,"Jet Star, Twister",1993,NA,44,NA,1765,31.1,NA,Anton Schwarzkopf,30,NA,NA,NA
Jet Star 2,Lagoon,Anton Schwarzkopf,Steel,"Jet Star 2, Twister",1976,NA,45,NA,NA,45,NA,Anton Schwarzkopf,42,NA,8,60
Jetline,Gröna Lund,Schwarzkopf,Steel,Freeform,1988,4.5,105,NA,NA,56,80,NA,NA,NA,NA,60
Jett Star,Central Park Funland,Wisdom Rides,Steel,Junior Oval,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
Jimmy Neutron's Atomic Flyer,Movie Park Germany,Vekoma,Steel,Family Inverted,2007,NA,43,NA,965,NA,NA,NA,NA,NA,14,2880
Joker,Six Flags Great Adventure,S&S - Sansei,Steel,"4th Dimension, Freespin Wing",2016,2.8,120,NA,NA,38,NA,NA,54,NA,8,3e3
Joker,Six Flags New England,S&S - Sansei,Steel,"4th Dimension, Freespin Wing",2017,2.8,120,NA,NA,38,NA,NA,54,NA,8,3e3
Joker,Six Flags Discovery Kingdom,Rocky Mountain Construction,Steel,Multielement Hybrid Twister,2016,NA,100,3,NA,53,78,Rocky Mountain Construction,NA,NA,24,NA
Joker,Six Flags Great America,S&S - Sansei,Steel,"4th Dimension, Freespin Wing",2017,2.8,120,NA,NA,38,NA,NA,54,NA,8,3e3
Joker,Six Flags Over Texas,S&S - Sansei,Steel,"4th Dimension, Freespin Wing",2017,2.8,120,NA,NA,38,NA,NA,54,NA,8,3e3
Joker,Six Flags Mexico,Gerstlauer,Steel,Spinning Twister,2013,NA,48,NA,NA,31,NA,NA,27,NA,4,60
Joker Funhouse Coaster,Six Flags Over Georgia,"Chance Rides, Inc.",Steel,"Family, Big Dipper",2004,NA,28,NA,900,30,NA,NA,22,NA,20,NA
Joker's Jinx,Six Flags America,Premier Rides,Steel,Launched Multielement,1999,4.5,79,4,NA,63,NA,Premier Rides,NA,LIM,24,60
Joris en de Draak,Efteling,Great Coasters International,Wood,Racer,2010,NA,72.5,NA,NA,46.6,NA,Great Coasters International,72.5,NA,24,NA
Journey To Atlantis,SeaWorld San Antonio,Mack GMBH,Steel,Water Coaster,2007,NA,100,NA,780,NA,NA,NA,NA,NA,16,180
Journey to Atlantis,SeaWorld Orlando,Mack,Steel,Water Coaster,1998,NA,NA,NA,NA,NA,NA,Mack,60,NA,NA,NA
Journey to Atlantis,SeaWorld San Diego,Mack,Steel,Water Coaster,2004,3,95,NA,NA,42,NA,NA,60,NA,NA,300
Joust,Dutch Wonderland,"Chance Rides, Inc.",Steel,Junior Oval,1998,NA,17,NA,350,NA,NA,Chance Rides,NA,NA,16,NA
Judge Roy Scream,Six Flags Over Texas,"Don Rosser, William L. Cobb",Wood,Out and Back,1980,NA,65,NA,NA,53,NA,Philadelphia Toboggan Co.,60,NA,24,60
Jumbo Jet,Coney Island Boardwalk,Schwarzkopf,Steel,"Jumbo Jet, Twister",1972,NA,56,NA,NA,30,NA,Schwarzkopf,55,NA,NA,NA
Jungle Coaster,LEGOLAND Windsor,Mack,Steel,Wild Mouse,2004,NA,52,NA,NA,35,NA,NA,50,NA,NA,60
Jungle Racing,Happy Valley,Vekoma,Steel,Mine Train,2006,2.2,46,NA,NA,30,NA,NA,NA,NA,30,120
Junior Dragon,Camelot Theme Park,,Steel,Junior Powered,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Kanonen,Liseberg,"Intamin, Stengel Engineering",Steel,Launched,2005,NA,79,2,NA,46.6,90,NA,NA,Hydraulic,16,3e3
Karavanen,Tivoli Gardens,Zierer,Steel,Junior Oval,1974,NA,11,NA,198,16,NA,NA,NA,NA,12,NA
Katun,Mirabilandia,Bolliger & Mabillard,Steel,Inverted Multielement,2e3,4,164,6,NA,65,NA,NA,148,NA,32,120
Kentucky Rumbler,Beech Bend Park,Great Coasters International,Wood,Twister,2006,NA,96,NA,NA,47.7,NA,Great Coasters International,NA,NA,24,NA
Kersplash,Edaville USA,"Miler Coaster, Inc.",Steel,Water Coaster,2018,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kersplash,Puyallup Fair,"Miler Coaster, Inc.",Steel,Water Coaster,1995,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kettle Creek Mine,Playland,"Miler Coaster, Inc.",Steel,Junior,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Kiddee Koaster,Six Flags Fiesta Texas,Vekoma,Steel,Junior Oval,1992,NA,15,NA,278,NA,NA,NA,9,NA,10,NA
Kiddi Koasta,Adventure Island,Zierer,Steel,Family,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiddie Coaster,Adventurers Amusement Park,"Miler Coaster, Inc.",Steel,"Junior, Oval",1966,NA,NA,NA,NA,NA,NA,Miler,NA,NA,10,NA
Kiddie Coaster,Wonderland Park,Allan Herschell,Steel,Junior Oval,1960,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiddie Coaster,Playland,"Frank Darling, Rudyard Uzzell",Wood,Junior Oval,1928,NA,18,NA,300,NA,NA,National Amusement Devices,10,NA,6,NA
Kiddie Coaster,Williams Grove,"Miler Coaster, Inc.",Steel,"Junior, Oval",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Kiddie Coaster,Riverview Park & Waterworld,Interpark,Steel,"Family, Wacky Worm",2003,NA,12,NA,NA,NA,NA,NA,NA,NA,24,NA
Kiddie Coaster,Bushkill Park,F.W. Mangels,Wood Junior,Side Friction Powered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Kiddie Coaster,Gillian's Wonderland Pier,Wisdom Rides,Steel,"Junior, Oval",1998,NA,7,NA,NA,NA,NA,NA,5,NA,14,NA
Kiddie Coaster,All Star Adventures,Wisdom Rides,Steel,Junior Oval,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Kiddie Coaster,Wild Waves & Enchanted Forest,Zamperla,Steel,,1997,NA,11,NA,NA,NA,NA,NA,NA,NA,16,NA
Kiddie Coaster,Lake Compounce,Molina & Sons,Steel,"Junior, Oval",1997,NA,10,NA,NA,15,NA,Molina,8,NA,10,NA
Kiddie Coaster,Bushkill Park,"Miler Coaster, Inc.",Steel,"Junior, Oval",2006,NA,NA,NA,NA,NA,NA,Miler,NA,NA,10,NA
Kiddie Coaster,Como Town,"Miler Coaster, Inc.",Steel,"Junior, Oval",1975,NA,7,NA,185,10,NA,Miler,NA,NA,10,NA
Kiddie Coaster,Fun Spot America Kissimmee,E&F Miler Industries,Steel,Junior Oval,2012,NA,11.5,NA,NA,NA,NA,NA,NA,NA,10,60
Kiddie Coaster,Western Playland,"Miler Coaster, Inc.",Steel,Junior,2006,NA,12,NA,450,NA,NA,NA,10,NA,10,NA
King,Nashville Valley,Pinfari,Steel,Junior,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
King Cobra,Kings Island,Togo,Steel,"Stand-Up, Looping",1984,NA,95,1,NA,50,NA,NA,95,NA,NA,120
King Solomon's Mines,Pleasureland Southport,In-House Design,Wood,Wild Mouse,1960,NA,40,NA,NA,25,NA,NA,NA,NA,NA,NA
Kingda Ka,Six Flags Great Adventure,Intamin AG,Steel,"Launched, Out and Back",2005,NA,456,NA,NA,128,90,NA,418,Hydraulic,18,3e3
Kingdom Coaster,Dutch Wonderland,"Custom Coasters, Inc.",Wood,Out and Back,1992,NA,55,NA,NA,40,NA,Philadelphia Toboggan Co.,50,NA,24,60
Klondike Gold Rusher,Wild Waves & Enchanted Forest,Zamperla,Steel,Wild Mouse,2002,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kombo,Indianapolis Zoo,Zierer,Steel,Tivoli Family,2001,NA,20,NA,653,19.9,NA,Zierer,NA,NA,26,NA
Kong,Six Flags Discovery Kingdom,Vekoma International,Steel,Suspended Looping,1998,NA,115,5,NA,55,NA,Vekoma,95,NA,20,NA
Kozmo's Kurves,Knoebels Amusement Park,"Miler Coaster, Inc.",Steel,Family,2009,NA,17,NA,NA,NA,NA,NA,NA,NA,12,NA
Krake,Heide Park,Bolliger & Mabillard,Steel,Floorless Dive Machine,2011,NA,135,1,NA,64,87,NA,135,NA,18,NA
Kraken,SeaWorld Orlando,Bolliger & Mabillard,Steel,Floorless Multielement,2e3,NA,151,7,NA,65,NA,NA,144,NA,32,120
Krazy Koaster,Silverwood Theme Park,SBF Visa Group,Steel,Compact Figure-8,2014,NA,14,NA,190,NA,NA,NA,NA,NA,16,NA
KuKu,Janfusun Fancyworld,Zamperla,Steel,Family Powered,NA,NA,NA,NA,712,NA,NA,NA,NA,NA,20,NA
Kumali,Flamingo Land Theme Park & Zoo,Vekoma,Steel,Suspended Looping,2006,NA,118,4,NA,55,NA,NA,112,NA,20,60
Kumba,Busch Gardens Tampa,Bolliger & Mabillard,Steel,Multielement Freeform,1993,3.8,143,7,NA,60,NA,Bolliger & Mabillard,135,NA,32,120
Kvasten,Gröna Lund,Vekoma,Steel,Family Inverted,2007,2.5,66,NA,NA,34,NA,NA,NA,NA,20,60
La Vibora,Six Flags Over Texas,Intamin AG,Steel,Bobsled,1987,NA,64,NA,NA,32,NA,NA,NA,NA,6,60
Ladybird,Lightwater Valley,Zierer,Steel,Double Figure 8,1993,NA,20,NA,653,20,NA,NA,NA,NA,40,NA
Ladybug Express,Adventureland,Zierer,Steel,Family Tivoli,2e3,NA,20,NA,653,20,NA,NA,18,NA,24,NA
Laff Trakk,Hersheypark,Maurer Söhne,Steel,Indoor Spinning,2015,NA,50,NA,NA,40,NA,NA,NA,NA,4,60
Laser,Dorney Park & Wildwater Kingdom,Schwarzkopf,Steel,Looping,1986,NA,93,2,NA,50,NA,NA,93,NA,28,NA
Leap The Dips,Lakemont Park,E. Joy Morris Company,Wood,Figure 8,1902,NA,41,NA,NA,10,25,NA,9,NA,4,60
Led Zeppelin - The Ride,Hard Rock Park,Bolliger & Mabillard,Steel,Multielement Looping,2008,NA,155,6,NA,64.3,NA,NA,NA,NA,32,NA
Leprotto Express,Mirabilandia,L&T Systems,Steel,Junior,2005,NA,20,NA,443,21,NA,NA,18,NA,20,60
Lethal Weapon The Ride,Warner Bros. Movie World,Vekoma,Steel,Suspended Looping,1995,NA,109,5,NA,49,NA,NA,NA,NA,20,60
Leviathan,Canada's Wonderland,Bolliger & Mabillard,Steel,Megacoaster,2012,4.5,306,NA,NA,92,80,NA,306,NA,32,NA
Lightning Bolt,MGM Grand Adventures,"Intamin, Arrow Dynamics",Steel,Freefrom,1993,NA,69,NA,NA,35,NA,Intamin,60,NA,20,NA
Lightning Racer,Hersheypark,Great Coasters International,Wood,Dueling Racer,2e3,3.6,90,NA,NA,51,NA,NA,85,NA,24,120
Lightning Rod,Dollywood,Rocky Mountain Construction,Wood,Terrain,2016,NA,NA,NA,NA,73,73,Rocky Mountain Construction,165,LSM,24,NA
Lightning Run,Kentucky Kingdom,"Chance Rides, Inc.",Steel,Freeform,2014,NA,NA,NA,NA,55,80,NA,100,NA,20,120
Lil' Dipper,Camden Park,National Amusement Device,Wood,Junior,1961,NA,17,NA,450,NA,NA,NAD,NA,NA,10,60
Lil' Phantom,Kennywood,"Schiff, Molina & Sons, Inc.",Steel,Kiddie Oval,1996,NA,7,NA,154,15,NA,Molina & Sons,6,NA,10,1800
Limit,Heide Park,Vekoma,Steel,Suspended Looping,1999,NA,109,5,NA,50,NA,Vekoma,95,NA,20,60
Linear Gale,Tokyo Dome City (LaQua),Intamin AG,Steel,"Impulse, Inverted Shuttle",1998,NA,180,NA,656,62,90,NA,NA,LIM,24,60
Lisebergbanan,Liseberg,"Zierer, Schwarzkopf, Stengel",Steel,Terrain,1987,3,148,NA,NA,50,36,NA,NA,NA,22,NA
Little Coaster,Arnolds Park,"Miler Coaster, Inc.",Steel,Junior Oval,NA,NA,7,NA,185,NA,NA,Miler,NA,NA,10,NA
Little Dipper,Burlington Amusement Park,Allan Herschell,Steel,"Junior, Oval",1960,NA,12,NA,275,10,NA,NA,6,NA,12,NA
Little Dipper,Six Flags Great America,"Herb Schmeck, Philadelphia Toboggan Co.",Wood,Junior Figure 8,2010,NA,28,NA,700,25,NA,Philadelphia Toboggan Co.,20,NA,16,3e3
Little Dipper,Amusement Park Drive-In,Allan Herschell,Steel,Junior,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Dipper,Hillcrest Park,"Herb Schmeck, Philadelphia Toboggan Co.",Wood,"Junior, Figure 8",1952,NA,28,NA,700,20,NA,Philadelphia Toboggan Co.,20,NA,16,NA
Little Dipper,Little Amerricka,Allan Herschell,Steel,"Junior, Oval",1993,NA,11,NA,280,NA,NA,NA,NA,NA,12,NA
Little Dipper,Kiddieland,"Herb Schmeck, Philadelphia Toboggan Co.",Wood,Junior Figure 8,1950,NA,28,NA,700,25,NA,Philadelphia Toboggan Co.,20,NA,16,3e3
Little Dipper,Tinkertown,Allan Herschell,Steel,"Junior, Oval",NA,NA,15,NA,280,7,NA,NA,6,NA,12,NA
Little Dipper,Quassy Amusement Park,Allan Herschell,Steel,"Junior, Oval",1952,NA,12,NA,220,NA,NA,Herschell,NA,NA,12,NA
Little Dipper,Memphis Kiddie Park,Allan Herschell,Steel,"Junior, Oval",1952,NA,12,NA,280,8,NA,Bradley and Kaye,NA,NA,12,NA
Little Dipper,LeSourdsville Lake Amusement Park,Allan Herschell,Steel,Junior,1968,NA,12,NA,280,NA,NA,Allan Herschell,NA,NA,12,NA
Little Dipper,Conneaut Lake Park,Allan Herschell,Steel,"Junior, Oval",NA,NA,10,NA,NA,NA,NA,Herschell,NA,NA,12,NA
Little Dipper,Midway Park,Allan Herschell,Steel,"Junior, Oval",1955,NA,8,NA,200,NA,NA,Herschell,NA,NA,12,NA
Little Dipper,Kiddie Park,Allan Herschell,Steel,Junior Oval,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
Little Dipper,Sandy Lake Amusement Park,Allan Herschell,Steel,Junior Oval,1971,NA,12,NA,280,NA,NA,NA,NA,NA,12,NA
Little Dipper,Castle Park,"Miler Coaster, Inc.",Steel,Junior Oval,1987,NA,12,NA,180,NA,NA,Miler,8,NA,10,NA
Little Dipper Safari,Fun Spot,Allan Herschell,Steel,Junior Oval,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
Little Eagle,Myrtle Beach Pavilion Park,Mack GmbH,Steel,"Junior, Oval",1985,NA,14,NA,475,NA,NA,Mack GmbH,6,NA,NA,NA
Little Fireball,Bartlesville Kiddie Park,Allan Herschell,Steel,Junior Oval,NA,NA,12,NA,280,8,NA,NA,NA,NA,12,NA
Little Leaper,Lakemont Park,Allan Herschell,Steel,Junior Oval,NA,NA,15,NA,280,NA,NA,NA,6,NA,16,NA
Little Ripper,Thrill-Ville USA,B.A. Schiff & Associates,Steel,Junior Oval,1993,NA,12,NA,280,NA,NA,Overland,NA,NA,10,NA
Little Screamer,Scandia Fun Center,"Miler Coaster, Inc.",Steel,"Junior, Oval",1995,NA,15,NA,300,NA,NA,NA,8,NA,10,NA
Little Titans,Mt. Olympus Water & Theme Park,"Miler Coaster, Inc.",Steel,Junior Oval,2e3,NA,16,NA,NA,NA,NA,"Miler Coaster, Inc.",NA,NA,12,NA
Live Oak Ladybug,Carousel Gardens,Zierer,Steel,Family Tivoli,1988,NA,20,NA,653,20,NA,Zierer,18,NA,24,NA
Live Oak Ladybug,Carousel Gardens,Zierer,Steel,Family,2015,NA,30,NA,NA,20,NA,NA,NA,NA,20,NA
Loch Ness Monster,Busch Gardens Williamsburg,Arrow Dynamics,Steel,Freeform Looping,1978,3.5,100,2,NA,60,55,NA,114,NA,28,NA
Loco Loco,Dixie Landin' & Blue Bayou Waterpark,"Miler Coaster, Inc.",Steel,Family,2010,NA,24,NA,NA,NA,NA,NA,NA,NA,20,NA
Loco Motion,Steel Pier,SBF Visa Group,Steel,Junior,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
Log Roll'r Coaster,Yellowstone Bear World,Pinfari,Steel,Junior Oval,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
Loopen,TusenFryd,Vekoma,Steel,Loop Corkscrew,1988,NA,61,2,NA,40,NA,NA,57,NA,28,NA
Looping Coaster,Funtown Amusement Pier,Interpark,Steel,Looping Zyklon,NA,5,50,1,NA,35,45,NA,43,NA,8,NA
Looping Star,Nagashima Spa Land,Schwarzkopf,Steel,Looping,1982,NA,81,1,NA,48,NA,NA,NA,NA,28,60
Looping Star,Jolly Roger at the Pier,Pinfari,Steel,"Zyklon, Looping",1996,NA,36,1,NA,NA,NA,Pinfari,32,NA,12,NA
Looping Star,Keansburg Amusement Park,Pinfari,Steel,Looping Zyklon,2015,NA,36,1,NA,NA,NA,NA,NA,NA,12,NA
Looping Star,Beech Bend Park,Pinfari,Steel,Looping,2001,NA,36,1,NA,NA,NA,NA,31,NA,12,NA
Looping Thunder,Oaks Park,Pinfari,Steel,Looping Twister,1996,NA,36,1,NA,NA,NA,Pinfari,32,NA,12,NA
Lost Coaster of Superstition Mountain,Indiana Beach,"Custom Coasters, Inc.",Wood,"Freeform, Dark Ride",2002,NA,35,NA,NA,20,NA,NA,35,NA,NA,NA
Loup-Garou,Walibi Belgium,Stand Company,Wood,Double Out and Back,2001,NA,92,NA,NA,50,NA,NA,77,NA,24,120
Lucy's Crabbie Cabbie,Carowinds,"Miler Coaster, Inc.",Steel,Junior Oval,1998,NA,15,NA,416,16,NA,NA,14,NA,16,60
Lynet,Fårup Sommerland,Gerstlauer,Steel,Launched Multielement,2008,1.5,66,2,NA,49,NA,NA,NA,LSM,6,NA
Mad Mouse,Michigan's Adventure,Arrow Dynamics,Steel,Wild Mouse,1999,NA,68,NA,NA,35,NA,NA,30,NA,4,NA
Mad Mouse,Lakemont Park,Allan Herschell,Steel,Wild Mouse,1965,NA,30,NA,NA,15,NA,NA,NA,NA,2,NA
Mad Mouse,Little Amerricka,Allan Herschell,Steel,Wild Mouse,1993,NA,25,NA,NA,NA,NA,NA,NA,NA,2,NA
Mad Mouse,Valleyfair,Arrow Dynamics,Steel,Wild Mouse,1999,NA,58,NA,NA,30,NA,Arrow Dynamics,30,NA,4,60
Mad Mouse,Quassy Amusement Park,Allan Herschell,Steel,Wild Mouse,1953,NA,33,NA,NA,20,NA,NA,25,NA,2,NA
Mad Mouse,Fuji-Q Highland,,Steel,Wild Mouse,1998,NA,36,NA,NA,19.3,NA,NA,NA,NA,NA,60
Mad Mouse,Joyland Amusement Park,Allan Herschell,Steel,Wild Mouse,1976,NA,25,NA,NA,30,NA,NA,NA,NA,2,NA
Mad Mouse,Myrtle Beach Pavilion Park,Arrow Dynamics,Steel,"Wild Mouse, Twister",1998,NA,58,NA,NA,25,NA,Arrow Dynamics,30,NA,NA,NA
Magic Dragon,Joyrides Family Fun Center,Wisdom Rides,Steel,Junior,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
Magic Flyer,Six Flags Magic Mountain,Bradley and Kaye,Steel,Junior Oval,1971,NA,10,NA,350,10,NA,NA,8,NA,12,2700
Magic Mountain,Gardaland,Vekoma,Steel,Double Loop Corkscrew,1985,NA,98,4,NA,43,NA,Arrow-Huss,62,NA,28,120
Magnum Force,Flamingo Land Theme Park & Zoo,Schwarzkopf,Steel,Looping,1997,4.7,111,3,NA,53,NA,NA,109,NA,24,NA
Magnum XL-200,Cedar Point,Arrow Dynamics,Steel,Hypercoaster,1989,NA,205,NA,NA,72,60,Arrow Dynamics,195,NA,36,120
Magnus Colossus,Terra Mítica,"RCCA, Stengel Engineering",Wood,Freeform,2e3,NA,NA,NA,NA,57,NA,Philadelphia Toboggan Co.,118,NA,28,NA
Mako,SeaWorld Orlando,Bolliger & Mabillard,Steel,Hypercoaster,2016,NA,200,NA,NA,73,NA,Bolliger & Mabillard,200,NA,28,NA
Mamba,Worlds of Fun,Morgan Manufacturing,Steel,Hypercoaster,1998,3.5,205,NA,NA,75,NA,NA,205,NA,36,180
Mammut,Gardaland,Vekoma,Steel,Mine Train,2008,NA,46,NA,NA,31,NA,NA,NA,NA,32,NA
Mammut,Erlebnispark Tripsdrill,Ingenieur Holzbau Cordes,Wood,Double Out and Back,2008,NA,98,NA,NA,60,NA,Gerstlauer,NA,NA,24,NA
Manta,SeaWorld Orlando,Bolliger & Mabillard,Steel,"Flying, Multielement",2009,NA,140,4,NA,56,NA,Bolliger & Mabillard,113,NA,32,120
Manta,SeaWorld San Diego,Mack,Steel,Launched,2012,4,30,NA,NA,43,NA,NA,54,LSM,20,60
Marche du Mille-pattes,La Ronde,Arrow Dynamics,Steel,"Junior, Mini Mine Train",1967,NA,20,NA,426,NA,NA,Arrow Dynamics,15,NA,20,NA
Mariehønen,Bakken,"Zierer, Stengel Engineering",Steel,Junior Oval,2001,NA,11,NA,198,16,NA,NA,NA,NA,10,NA
Marvel Mania,Alabama Splash Adventure,"Miler Coaster, Inc.",Steel,Junior Figure-8,1998,NA,16,NA,337,NA,NA,"Miler Coaster, Inc.",13,NA,12,NA
Matterhorn Blitz,Europa Park,Mack,Steel,Wild Mouse,1999,NA,53,NA,NA,35,NA,35 mph,NA,NA,4,180
Matterhorn Bobsleds,Disneyland Park,"Arrow, Ed Morgan, Karl Bacon",Steel,Dual-Track,1959,NA,80,NA,NA,18,NA,NA,NA,NA,6,120
Maverick,Cedar Point,Intamin AG,Steel,Launched Looping,2007,NA,105,3,NA,70,95,NA,100,LSM,12,120
Max Adventures Master Thai,Mirabilandia,Preston & Barbieri,Steel,Family Mobius,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max's Doggy Dog Coaster,Fantasy Island,SBF Visa Group,Steel,Junior Wacky Worm,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
Maximum RPM!,Hard Rock Park,Premier Rides,Steel,Family,2008,NA,50,NA,NA,40.53,NA,NA,NA,NA,6,60
Mayan Mindbender,Six Flags Astroworld,Vekoma,Steel,Indoor,1995,NA,27,NA,NA,NA,NA,NA,NA,NA,24,NA
Mean Streak,Cedar Point,"Curtis D. Summers, Dinn Corp.",Wood,Twister,1991,NA,161,NA,NA,65,52,Philadelphia Toboggan Co.,155,NA,28,180
Medusa,Six Flags Mexico,"Custom Coasters, Inc.",Wood,Twister,2e3,NA,84,NA,NA,56,NA,Gerstlauer,112,NA,24,NA
Medusa,Six Flags Discovery Kingdom,Bolliger & Mabillard,Steel,Floorless Multielement,2e3,4.5,150,7,NA,65,NA,Bolliger & Mabillard,150,NA,32,180
Medusa Steel Coaster,Six Flags Mexico,"Rocky Mountain Construction, Alan Schilke",2014,Multielement Hybrid Twister,2014,NA,98,3,NA,58,NA,Rocky Mountain Construction,NA,NA,24,NA
Mega-Lite,Happy Valley,Intamin,Steel,Megacoaster-Lite,2009,NA,102,NA,NA,53,NA,NA,98,NA,16,NA
Megablitz,Wiener Prater,Vekoma,Steel,Triple Out and Back,1994,4.8,62,NA,NA,44,NA,NA,NA,NA,6,60
Megafobia,Oakwood Theme Park,"Custom Coasters, Inc.",Wood,Twister,1996,2.75,85,NA,NA,48,NA,Philadelphia Toboggan Co.,86,NA,24,120
Merlin's Mayhem,Dutch Wonderland,S&S Worldwide,Steel,Family Inverted,2018,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merlin's Revenge,Castle Park,Vekoma,Steel,"Junior, Twister",2001,NA,28,NA,679,25,NA,NA,20,NA,16,2640
Meteor,Little Amerricka,"Herb Schmeck, PTC",Wood,"Junior, Figure 8",2007,NA,28,NA,700,20,NA,Philadelphia Toboggan Co.,20,NA,16,3e3
Metropolis,Luna Park Melbourne,SDC,Steel,Galaxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mick Doohan's Motocoaster,Dreamworld,Intamin,Steel,Motocoaster,2007,NA,23,NA,NA,44.7,NA,NA,NA,Tire Propelled,16,3300
Midnight Express,Krazy City,"Miler Coaster, Inc.",Steel,Junior,2006,NA,13,NA,300,8,NA,NA,12,NA,10,NA
Mighty Canadian Minebuster,Canada's Wonderland,"Taft, Curtis D. Summers",Wood,Out and Back,1981,NA,103,NA,NA,62,NA,Philadelphia Toboggan Co.,86,NA,30,120
Mighty Mini Mega,Adventure Island,Pinfari,Steel,Compact Twister,2003,2.2,30,NA,764,25,NA,NA,NA,NA,24,3e3
Mighty Mouse,Playland's Castaway Cove,"Miler Coaster, Inc.",Steel,Wild Mouse,1996,NA,33,NA,900,NA,NA,NA,15,NA,2,NA
Mighty Mouse,Funtown Amusement Pier,"Miler Coaster, Inc.",Steel,Wild Mouse,2005,NA,35,NA,907,17,NA,NA,15,NA,2,60
Mild Thing,Valleyfair,Alan Herschell,Steel,Junior Oval,1976,NA,12,NA,NA,NA,NA,NA,NA,NA,12,2400
Millennium Force,Cedar Point,Intamin AG,Steel,Hypercoaster,2e3,NA,310,NA,NA,93,80,Intamin AG,300,NA,36,120
Mind Bender,Six Flags Over Georgia,"Schwarzkopf, Werner Stengel",Steel,Looping Terrain,1978,NA,97,2,NA,49,NA,NA,80,NA,28,120
Mind Eraser,Six Flags America,Vekoma International,Steel,Suspended Looping,1995,NA,109,5,NA,55,NA,NA,95,NA,20,120
Mind Eraser,Elitch Gardens,Vekoma,Steel,Suspended Looping,1997,NA,105,5,NA,55,NA,NA,86,NA,20,60
Mind Eraser,Darien Lake,Vekoma International,Steel,Suspended Looping,1997,NA,109,5,NA,50,NA,Vekoma,86,NA,20,NA
Mindbender,Galaxyland,Schwarzkopf,Steel,Indoor Looping,1986,5.2,136,3,NA,60,NA,Schwarzkopf,127,NA,12,60
Mine Blower,Fun Spot America Kissimmee,"The Gravity Group, LLC",Wood,Looping Triple Out and Back Figure-8,2017,NA,83,1,2290,48.5,65,Gravity Group,80.5,NA,12,NA
Mine Expressen,Fårup Sommerland,Vekoma,Steel,Junior,1992,NA,43,NA,NA,28,NA,NA,NA,NA,16,60
Mine Train,Birthday World,Wisdom Rides,Steel,Junior Powered,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mine Train Coaster,Happy Valley,Intamin,Steel,Mine Train,2009,NA,61,NA,NA,40,NA,NA,NA,NA,26,60
Mine Train Ulven,Bakken,"Intamin AG, Stengel Engineering",Steel,Mine Train,1997,NA,61,NA,NA,40,NA,NA,68,NA,26,60
Mine Twister,Remlinger Farms,"Miler Coaster, Inc.",Steel,"Junior, Oval",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Miner Mike,Fiddlesticks,Wisdom Rides,Steel,Junior,2005,NA,6,NA,NA,NA,NA,NA,NA,NA,12,NA
Miner Mike,Knucklehead's Bowling,Wisdom Rides,Steel,"Junior, Indoor",2007,NA,5,NA,NA,NA,NA,NA,NA,NA,12,NA
Miner Mike,Funtasticks Family Fun Park,Wisdom Rides,Steel,Junior Powered,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Miner Mike,Aux Pays des Merveilles,Wisdom Rides,Steel,Junior Oval,2002,NA,6,NA,NA,NA,NA,NA,NA,NA,10,NA
Miner Mike,iT'Z,Wisdom Rides,Steel,Junior,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
